Property Name ,Interval Identifier ,Property ID ,Country Name ,Primary Commodity ,Hole ID ,Reported Date (mm/dd/yyyy),Primary Interval Commodity ,Reporting Company ,Reporting Company ID ,Stage (At Time of Ann.) ,Significant Interval? Yes/No,Surface or Underground? ,Exploration Purpose ,Exchg,From (Date -1),To (Date + 20),Market Cap Range,"Market Cap ($M) (From, date -1)","Market Cap ($M) (To, date + 20)",Gain,within 21 d?,Rank,Relevant asterisk/ footnote,New Rank,Notes
Matilda,719232,39910,Australia,Gold,MARC0511,10/27/2016,Gold,Blackham Resources Limited,4242009,Operating,Yes,Surface,Extension,BLK-ASX,0.5713,0.4556,>100,162.76,129.79,-20.26%,FALSE,628,,,
South Hounde,733620,40126,Burkina Faso,Gold,DDH045,11/24/2016,Gold,Sarama Resources Limited,4354029,Reserves Development,Yes,Surface,Extension,SWA-TVX,0.1185,0.1374,>10 - 100,13.21,15.33,15.99%,FALSE,81,,,
Vivien,748728,40179,Australia,Gold,VVDD1031,12/19/2016,Gold,Ramelius Resources Limited,4353635,Operating,Yes,Underground,Definition,RMS-ASX,0.3386,0.4538,>100,177.84,238.38,34.04%,FALSE,25,,,Combined into a single row of data based on Chris G's advice as three results for the company came out on the same day (all in the top ten). 
Halls Peak,756448,40438,Australia,Silver,SG03,12/15/2016,Silver,Force Commodities Limited,4354478,Target Outline,Yes,Surface,Extension,4CE-ASX,0.018,0.0196,<10,3.19,3.48,8.91%,FALSE,140,,,
Halls Peak,772335,40438,Australia,Silver,SG06-02,12/29/2016,Silver,Force Commodities Limited,4354478,Target Outline,Yes,Surface,Extension,4CE-ASX,0.0194,0.0204,<10,3.43,4.39,5.39%,FALSE,177,,,
Arakaka,705053,26757,Guyana,Gold,ARDD-015,10/4/2016,Gold,Alicanto Minerals Limited,4356147,Target Outline,No,Surface,Exploration,AQI-ASX,0.2818,0.2035,>10 - 100,24.74,17.86,-27.79%,FALSE,689,,,
Chinchillas,704553,40595,Argentina,Silver,CGA-327,10/3/2016,Silver,Golden Arrow Resources Corporation,4350560,Prefeas/Scoping,Yes,Surface,Extension,GRG-TVX,0.7306,0.585,>10 - 100,66.23,53.04,-19.93%,FALSE,626,,,
Krasny,727336,40643,Russia,Gold,141769,11/10/2016,Gold,Kopy Goldfields AB,4351667,Prefeas/Scoping,Yes,Surface,Extension,KOPY-OME,0.149,0.1246,>10 - 100,11.9,9.95,-16.36%,FALSE,577,,,
Paterson North,704182,77255,Australia,Gold,PNA033,10/3/2016,Tungsten,Sipa Resources Limited,4354307,Target Outline,No,Surface,Exploration,SRI-ASX,0.0153,0.0129,>10 - 100,14.24,12.01,-15.61%,FALSE,563,,,
Krasny,754313,40643,Russia,Gold,141770,12/21/2016,Gold,Kopy Goldfields AB,4351667,Prefeas/Scoping,Yes,Surface,Extension,KOPY-OME,0.1067,0.1371,<10,8.52,10.95,28.50%,FALSE,34,,,
Natougou,738927,40645,Burkina Faso,Gold,TPA0700,12/5/2016,Gold,SEMAFO Inc.,4354094,Preproduction,Yes,In Pit,Extension,SMF-TSX,3.1292,2.922,>100,"1,016.50",949.19,-6.62%,FALSE,410,,,
Baborigame,717699,40832,Mexico,Silver,PS_CS2-10-24-2016,10/24/2016,Gold,Prospero Silver Corporation,4353477,Exploration,Yes,Surface,Exploration,PSL-TVX,0.255,0.2662,<10,6.91,7.21,4.39%,FALSE,195,,,
QV,711019,40921,Canada,Gold,16QVRAB012,10/13/2016,Gold,Comstock Metals Limited,4349408,Reserves Development,Yes,Surface,Exploration,CSL-TVX,0.1657,0.1269,<10,9.36,7.17,-23.42%,FALSE,648,,,
QV,725121,40921,Canada,Gold,16QVRAB017,11/8/2016,Gold,Comstock Metals Limited,4349408,Reserves Development,Yes,Surface,Extension,CSL-TVX,0.138,0.1267,<10,7.8,7.16,-8.18%,FALSE,442,,,
Maniitsoq,709157,41534,Greenland,Nickel,MQ-16-105,10/12/2016,Nickel,North American Nickel Inc.,4363801,Target Outline,Yes,Surface,Extension,NAN-TVX,0.0605,0.1046,>10 - 100,22.35,38.63,72.82%,FALSE,5,,3,No results in the top ten. All other results came afterward. 
Maniitsoq,718612,41534,Greenland,Nickel,MQ-16-109,10/26/2016,Nickel,North American Nickel Inc.,4363801,Target Outline,Yes,Surface,Extension,NAN-TVX,0.0637,0.0705,>10 - 100,23.5,26.03,10.75%,FALSE,117,,,
Maniitsoq,720041,41534,Greenland,Nickel,MQ-16-117,10/31/2016,Nickel,North American Nickel Inc.,4363801,Target Outline,Yes,Surface,Extension,NAN-TVX,0.0748,0.0703,>10 - 100,27.63,25.94,-6.10%,FALSE,402,,,
Maniitsoq,728894,41534,Greenland,Nickel,MQ-16-119,11/16/2016,Nickel,North American Nickel Inc.,4363801,Target Outline,Yes,Surface,Extension,NAN-TVX,0.0705,0.0715,>10 - 100,26.03,26.4,1.40%,FALSE,241,,,
Hot Maden,718578,41604,Turkey,Gold,HTD-71,10/26/2016,Gold,Mariana Resources Limited,4352069,Prefeas/Scoping,Yes,Surface,Infill,,NA,NA,NA,NA,NA,0.00%,FALSE,259,,,
Mt Holland - Gold,766832,27370,Australia,Gold,KEGR007,10/3/2016,Lithium,Kidman Resources Limited,4351597,Prefeas/Scoping,No,Surface,Extension,KDR-ASX,0.5052,0.4217,>100,159.58,133.23,-16.52%,FALSE,579,,,
Hot Maden,753946,41604,Turkey,Gold,HTD-85,12/20/2016,Gold,Mariana Resources Limited,4352069,Prefeas/Scoping,Yes,Surface,Extension,,NA,NA,NA,NA,NA,0.00%,FALSE,259,,,
Tetlin,716927,41647,USA,Gold,TET16271,10/20/2016,Gold,"Contango ORE, Inc.",4358344,Reserves Development,Yes,Surface,Extension,CTGO-US,18,17.5,>10 - 100,73.32,71.28,-2.78%,FALSE,339,,,
Tetlin,730070,41647,USA,Gold,TET16289,11/17/2016,Gold,"Contango ORE, Inc.",4358344,Reserves Development,Yes,Surface,Extension,CTGO-US,19,20.5,>10 - 100,82.9,95.87,7.89%,FALSE,147,,,
Tammela,714628,41781,Finland,Lithium,SMDD007,10/17/2016,Gold,Avalon Minerals Limited,4348352,Target Outline,Yes,Surface,Exploration,AVI-ASX,0.016,0.0169,<10,8.33,8.78,5.35%,FALSE,178,,,
Tammela,727613,41781,Finland,Lithium,SMDD007,11/14/2016,Gold,Avalon Minerals Limited,4348352,Target Outline,Yes,Surface,Exploration,AVI-ASX,0.0181,0.0179,<10,9.41,9.35,-1.13%,FALSE,296,,,
Block 14,720049,41856,Sudan,Gold,MET006DD,11/1/2016,Gold,Orca Gold Inc.,4348870,Prefeas/Scoping,Yes,Surface,Metallurgical,ORG-TVX,0.3581,0.2687,>10 - 100,38.46,30.44,-24.97%,FALSE,665,,,
Cheechoo,705292,41915,Canada,Gold,CH-16-25 ext.,10/4/2016,Gold,Sirios Resources Inc.,4354308,Target Outline,Yes,Surface,Extension,SOI-TVX,0.6855,0.4418,>10 - 100,71.05,45.8,-35.54%,FALSE,727,,,
South Hounde,722127,40126,Burkina Faso,Gold,DDH079#,11/3/2016,Gold,Sarama Resources Limited,4354029,Reserves Development,No,Surface,Infill,SWA-TVX,0.1867,0.1185,>10 - 100,20.81,13.21,-36.52%,FALSE,730,,,
Vega,745271,54005,Canada,Copper,P555101,12/12/2016,Copper,Canasil Resources Incorporated,4348898,Grassroots,No,Surface,Exploration,CLZ-TVX,0.2241,0.1416,>10 - 100,22.83,14.43,-36.79%,FALSE,731,,,
Jumbuck,715616,63743,Australia,Gold,GWRC016,10/18/2016,Gold,Tyranna Resources Limited,4351356,Target Outline,No,Surface,Extension,TYX-ASX,0.0305,0.0254,>10 - 100,11.77,10.12,-16.72%,FALSE,583,,,
Cheechoo,735905,41915,Canada,Gold,CH-16-81,11/29/2016,Gold,Sirios Resources Inc.,4354308,Target Outline,Yes,Surface,Extension,SOI-TVX,0.3727,0.224,>10 - 100,38.72,23.26,-39.91%,FALSE,739,,,
Arcadia V,717798,77458,Zimbabwe,Lithium,ACR016,10/25/2016,Lithium,Prospect Resources Limited,4353472,Target Outline,No,Surface,Infill,PSC-ASX,0.0304,0.0188,>10 - 100,48.49,30.01,-38.12%,FALSE,734,,,
Redcliffe,719151,34665,Australia,Gold,GTRC394,10/27/2016,Gold,NTM Gold Limited,4352907,Feasibility Started,No,Surface,Infill,NTM-ASX,0.0675,0.056,>10 - 100,15.27,12.68,-16.99%,FALSE,588,,,
Tireo,719819,33600,Dominican Republic,Gold,TIR-16-03,10/31/2016,Copper,GoldQuest Mining Corporation,4350623,Prefeas/Scoping,No,Surface,Extension,GQC-TVX,0.318,0.196,>10 - 100,68.6,42.28,-38.37%,FALSE,736,,,
El Cobre,717704,49876,Mexico,Copper,EC-16-012,10/24/2016,Gold,Almadex Minerals Limited,4605234,Target Outline,Yes,Surface,Extension,AMZ-TVX,0.8025,0.9539,>10 - 100,35.46,42.15,18.87%,FALSE,69,,,
El Cobre,726690,49876,Mexico,Copper,EC-16-013,11/9/2016,Gold,Almadex Minerals Limited,4605234,Target Outline,Yes,Surface,Extension,AMZ-TVX,1.3721,1.0114,>10 - 100,60.63,44.84,-26.29%,FALSE,680,,,
El Cobre,747781,49876,Mexico,Copper,EC-16-016,12/15/2016,Gold,Almadex Minerals Limited,4605234,Target Outline,Yes,Surface,Extension,AMZ-TVX,1.0078,1.2941,>10 - 100,44.68,57.38,28.41%,FALSE,35,,,
Sandra-Escobar,716264,49921,Mexico,Silver,SA-16-057,10/19/2016,Silver,Orex Minerals Inc.,4353083,Target Outline,Yes,Surface,Extension,REX-TVX,0.6244,0.3899,>10 - 100,70.58,44.23,-37.56%,FALSE,733,,,
Rackla,723480,36344,Canada,Gold,AN-16-013,11/7/2016,Gold,ATAC Resources Ltd.,4348250,Prefeas/Scoping,No,Surface,Extension,ATC-TVX,0.44,0.2553,>10 - 100,54.04,31.36,-41.97%,FALSE,743,,,
Fraser Range,745489,67493,Australia,Nickel,RKAC005,12/13/2016,Nickel,Legend Mining Limited,4351790,Target Outline,No,Surface,Extension,LEG-ASX,0.0127,0.0072,>10 - 100,25.93,14.72,-43.21%,FALSE,744,,,
Fremont,704581,50125,USA,Gold,DD-16-052,10/3/2016,Gold,"California Gold Mining, Inc.",4355110,Reserves Development,Yes,Surface,Extension,CGM-TVX,0.5784,0.375,>10 - 100,17.96,11.64,-35.16%,FALSE,726,,,
Triumph,734226,51016,Australia,Gold,TDH072,11/28/2016,Gold,Metal Bank Limited,4362686,Target Outline,No,Surface,Extension,MBK-ASX,0.023,0.0189,>10 - 100,16.41,13.49,-17.83%,FALSE,600,,,
Lewis,727421,32393,USA,Gold,V16C01,11/10/2016,Gold,Battle Mountain Gold Inc.,4351972,Target Outline,No,Surface,Exploration,,NA,NA,NA,NA,NA,0.00%,FALSE,259,,,
Vittangi,739300,50204,Sweden,Graphite,NUN16005,12/6/2016,Graphite,Talga Resources Limited,4354708,Prefeas/Scoping,Yes,Surface,Extension,TLG-ASX,0.2018,0.2153,>10 - 100,36.69,39.15,6.69%,FALSE,159,,,
Hasaga,751236,27185,Canada,Gold,HMP141,12/20/2016,Gold,Premier Gold Mines Limited,4353435,Target Outline,No,Surface,Infill,PG-TSX,1.5603,2.1946,>100,314.11,442.16,40.66%,FALSE,15,,2,"No other results in the top ten, all results came over a month before the reported date."
Plateau,718196,50262,Canada,Gold,PSGS-16-05,10/25/2016,Gold,Goldstrike Resources Ltd.,4350638,Target Outline,Yes,Surface,Extension,GSR-TVX,0.1423,0.0958,>10 - 100,23.32,16.03,-32.70%,FALSE,719,,,
Central Hounde,736486,50267,Burkina Faso,Gold,AM_DT1_11-30-2016,11/30/2016,Gold,Acacia Mining plc,4347816,Exploration,Yes,Surface,Exploration,ACA-LON,5.0213,4.3011,>100,"2,059.15","1,763.81",-14.34%,FALSE,547,,,
Monument,743369,77760,Australia,Gold,MRC004,12/9/2016,Gold,Syndicated Metals Limited,4354681,Target Outline,No,Surface,Extension,SMD-ASX,0.0142,0.0115,<10,8.98,7.32,-18.56%,FALSE,611,,,
Eastside,717040,50443,USA,Gold,ES-126,10/20/2016,Gold,Columbus Gold Corporation,4349343,Target Outline,Yes,Surface,Extension,CGT-TSX,0.5226,0.4688,>10 - 100,74.69,67.05,-10.28%,FALSE,477,,,
Peak Hill-Doolgunna,737955,41720,Australia,Gold,LNR804,12/1/2016,Gold,Lodestar Minerals Limited,4351880,Target Outline,No,Surface,Infill,LSR-ASX,0.0081,0.0065,<10,3.68,2.96,-19.72%,FALSE,621,,,
Timok,722354,50512,Serbia,Gold,ZELDD09,11/4/2016,Copper,Mundoro Capital Inc.,4363423,Exploration,Yes,Surface,Extension,MUN-TVX,0.1419,0.1186,<10,7.4,6.18,-16.43%,FALSE,578,,,
Rook 1,704430,50788,Canada,U3O8,AR-16-93c2,10/3/2016,U3O8,NexGen Energy Ltd.,4363688,Reserves Development,Yes,Surface,Extension,NXE-TSX,1.5221,1.2525,>100,462.56,380.65,-17.71%,FALSE,599,,,
Rook 1,724990,50788,Canada,U3O8,AR-16-98c2,11/8/2016,U3O8,NexGen Energy Ltd.,4363688,Reserves Development,Yes,Surface,Extension,NXE-TSX,1.0744,1.3941,>100,326.51,423.94,29.75%,FALSE,32,,,"One other result in the top ten, the higher ranking result from 12/20/2016 result was retained."
Rook 1,746675,50788,Canada,U3O8,AR-16-111c1,12/14/2016,U3O8,NexGen Energy Ltd.,4363688,Reserves Development,Yes,Surface,Extension,NXE-TSX,1.7453,1.872,>100,530.4,568.91,7.26%,FALSE,154,,,
Rook 1,753062,50788,Canada,U3O8,AR-16-111c2,12/20/2016,U3O8,NexGen Energy Ltd.,4363688,Reserves Development,Yes,Surface,Extension,NXE-TSX,1.5901,2.1492,>100,483.25,653.16,35.16%,FALSE,24,*,3,"One other result in the top ten, the 10/8/2016 result was removed as a duplicate."
Gorno,728515,50797,Italy,Zinc,GDD102,11/15/2016,Zinc,Energia Minerals Limited,4349988,Feasibility Started,Yes,Surface,Extension,EMX-ASX,0.0266,0.0257,>10 - 100,23,22.24,-3.31%,FALSE,348,,,
Committee Bay,734164,32801,Canada,Gold,16ARR022,11/25/2016,Gold,Auryn Resources Inc.,4359926,Reserves Development,No,Surface,Extension,AUG-TSX,1.6753,2.0118,>100,111.67,134.22,20.09%,FALSE,62,,10,"No other results in the top ten, all results came over a month before the reported date."
Hermosa,717614,24881,USA,Silver,HDS-377,10/24/2016,Silver,Arizona Mining Inc.,4355390,Prefeas/Scoping,No,Surface,Infill,AZ-TSX,1.95,2.2924,>100,454.67,545.03,17.56%,FALSE,78,,,
Gorno,750816,50797,Italy,Zinc,GDD112,12/21/2016,Zinc,Energia Minerals Limited,4349988,Feasibility Started,Yes,Surface,Extension,EMX-ASX,0.0242,0.0267,>10 - 100,20.98,23.12,10.19%,FALSE,125,,,
Horne 5,719801,50879,Canada,Gold,H5-16-07D,10/31/2016,Gold,Falco Resources Ltd.,4349806,Feasibility Started,Yes,Surface,Extension,FPC-TVX,0.823,0.6656,>10 - 100,94.02,76.04,-19.13%,FALSE,617,,,
Kitgum-Pader,738679,51532,Uganda,Nickel,AKD017,12/1/2016,Nickel,Sipa Resources Limited,4354307,Target Outline,Yes,Surface,Extension,SRI-ASX,0.0126,0.0116,>10 - 100,11.68,10.78,-7.65%,FALSE,436,,,
Bow,716230,51949,Canada,Gold,2016-BOW-5,10/18/2016,Gold,Decade Resources Ltd.,4349670,Target Outline,Yes,Surface,Exploration,DEC-TVX,0.0418,0.041,<10,3.51,3.44,-1.92%,FALSE,317,,,
Pilgangoora,709376,51956,Australia,Lithium,PLS798,10/13/2016,Lithium,Pilbara Minerals Limited,4364524,Feasibility Complete,Yes,Surface,Extension,PLS-ASX,0.3446,0.418,>100,396.41,481.32,21.31%,FALSE,56,,8,"No other results in the top ten, all results came after the reported date."
Pilgangoora,732280,51956,Australia,Lithium,PLS955,11/22/2016,Lithium,Pilbara Minerals Limited,4364524,Feasibility Complete,Yes,Surface,Extension,PLS-ASX,0.3941,0.3898,>100,455.37,491.5,-1.09%,FALSE,294,,,
Viking,745631,52061,Australia,Gold,16VKAC044,12/13/2016,Gold,Genesis Minerals Limited,4350380,Target Outline,Yes,Surface,Exploration,GMD-ASX,0.0157,0.0166,>10 - 100,11.61,12.27,5.74%,FALSE,171,,,
Wagosic,708020,52115,Canada,Silver,1274-16-224,10/3/2016,Copper,SOQUEM Inc.,4354436,Target Outline,Yes,Surface,Extension,,NA,NA,NA,NA,NA,0.00%,FALSE,259,,,Private entity for the Quebec government - no stock listing. 
Marimaca,705335,52294,Chile,Copper,MAD-05,10/4/2016,Copper,Coro Mining Corporation,4349526,Exploration,Yes,Surface,Exploration,COP-TSX,0.1028,0.1011,>10 - 100,45.85,45.08,-1.67%,FALSE,312,,,
Marimaca,715894,52294,Chile,Copper,Mar-45,10/18/2016,Copper,Coro Mining Corporation,4349526,Exploration,Yes,Surface,Extension,COP-TSX,0.1065,0.0933,>10 - 100,47.49,41.59,-12.43%,FALSE,514,,,
KSP,705695,52300,Canada,Gold,INDDH16-049,10/5/2016,Gold,Colorado Resources Ltd.,4349335,Target Outline,Yes,Surface,Extension,CXO-TVX,0.1634,0.1797,>10 - 100,12.53,13.78,10.00%,FALSE,126,,,
Ike,715464,52419,Canada,Copper,IK16021,10/17/2016,Copper,Amarc Resources Limited,4347972,Target Outline,Yes,Surface,Discovery,AHR-TVX,0.0646,0.0671,<10,9.14,9.49,3.85%,FALSE,203,,,
Mt Stirling,711512,52564,Australia,Gold,SWC114,10/14/2016,Gold,Torian Resources Limited,4354932,Prefeas/Scoping,Yes,Surface,Extension,TNR-ASX,0.1434,0.1305,>10 - 100,13.9,12.73,-8.98%,FALSE,454,,,
Kavaklitepe,705572,52570,Turkey,Gold,KT-09,10/5/2016,Gold,Zenith Minerals Limited,4355607,Target Outline,Yes,Surface,Extension,ZNC-ASX,0.0804,0.0916,>10 - 100,13.89,15.84,14.01%,FALSE,89,,,
Medcalf,722571,52758,Australia,Vanadium,MDD07,10/14/2016,Rutile,Audalia Resources Limited,4356648,Prefeas/Scoping,Yes,Surface,Metallurgical,ACP-ASX,0.0204,0.0207,<10,7.83,7.96,1.73%,FALSE,230,,,
Duketon,711492,52908,Australia,Gold,RRLPTRAC560,10/14/2016,Gold,Regis Resources Limited,4353724,Target Outline,Yes,Surface,Exploration,RRL-ASX,2.5815,2.749,>100,"1,293.29","1,377.22",6.49%,FALSE,164,,,
Bolnisi,716944,52911,Georgia,Copper,KED004,10/20/2016,Copper,Georgian Mining Corporation,4352852,Reserves Development,Yes,Surface,Extension,GEO-AIMLSE,0.1107,0.1089,<10,5.3,5.22,-1.59%,FALSE,311,,,
Jundee,724378,28856,Australia,Gold,WSXP1982,11/7/2016,Gold,Northern Star Resources Limited,4352917,Operating,No,Underground,Extension,NST-ASX,3.4041,2.6979,>100,"2,044.80","1,620.58",-20.75%,FALSE,632,,,
Pil,718215,53590,Canada,Copper,W16R-10,10/25/2016,Gold,Finlay Minerals Limited,4350189,Exploration,Yes,Surface,Exploration,FYL-TVX,0.0262,0.0368,<10,1.8,2.53,40.51%,FALSE,16,,4,
Sleeper-Lapon Canyon,725784,53936,USA,Gold,LC16-10,11/9/2016,Gold,Walker River Resources Corp.,4524375,Target Outline,Yes,Underground,Exploration,WRR-TVX,0.12,0.0818,<10,7.97,5.43,-31.81%,FALSE,714,,,
Copperstone,723120,54116,Sweden,Copper,COS16349,11/4/2016,Copper,Copperstone Resources AB,4351666,Reserves Development,Yes,Surface,Extension,COPPB-OME,0.0548,0.0463,<10,9.84,8.31,-15.54%,FALSE,562,,,
El Colomo,705671,54359,Mexico,Gold,DHEC160003,10/4/2016,Gold,Gainey Capital Corp.,4498986,Exploration,Yes,Surface,Exploration,GNC-TVX,0.2666,0.2396,<10,9.88,8.88,-10.10%,FALSE,475,,,
Geita,727995,54455,Tanzania,Gold,MRC004,11/15/2016,Gold,Tanga Resources Limited,4348144,Exploration,Yes,Surface,Exploration,TRL-ASX,0.0377,0.0441,>10 - 100,14.33,16.79,17.10%,FALSE,80,,,
Geita,748665,54455,Tanzania,Gold,MRC013,12/20/2016,Gold,Tanga Resources Limited,4348144,Target Outline,Yes,Surface,Exploration,TRL-ASX,0.0348,0.036,>10 - 100,13.26,14.1,3.34%,FALSE,208,,,
Macraes Flat,745150,26601,New Zealand,Gold,UDH7543,12/12/2016,Gold,OceanaGold Corporation,4352997,Operating,No,Underground,Extension,OGC-TSX,2.7877,2.9149,>100,"1,703.35","1,781.05",4.56%,FALSE,191,,,
Boticas,753151,54959,Portugal,Gold,MBT008,12/21/2016,Gold,MedGold Resources Corporation,4349945,Exploration,Yes,Surface,Exploration,MED-TVX,0.127,0.159,<10,9.21,11.55,25.26%,FALSE,44,,,
Kutuvuoma,745975,55091,Finland,Gold,KU16003,12/13/2016,Gold,Aurion Resources Limited,4348308,Exploration,Yes,Surface,Exploration,AU-TVX,0.2856,0.2833,>10 - 100,15.75,15.62,-0.80%,FALSE,291,,,
Whabouchi,711251,37507,Canada,Lithium,WHA-16-161,10/13/2016,Lithium,Nemaska Lithium Inc.,4352719,Construction Planned,No,Surface,Extension,NMX-TSX,0.9266,0.9631,>100,289.88,301.34,3.94%,FALSE,202,,,
Hawkins,727086,55097,Canada,Gold,SM_CS1-11-10-2016,11/10/2016,Gold,Sunvest Minerals Corp.,4366464,Reserves Development,Yes,Surface,Exploration,SSS-TVX,0.1377,0.1115,<10,3.62,2.93,-19.04%,FALSE,613,,,
Buffalo Canyon,719802,55454,USA,Gold,RG_CS1_10.31.2016,10/31/2016,Gold,Renaissance Gold Inc.,4353736,Target Outline,Yes,Surface,Exploration,REN-TVX,0.303,0.2958,>10 - 100,11.17,10.9,-2.38%,FALSE,326,,,
Lemare,733578,55691,Canada,Lithium,LE-16-13,11/24/2016,Lithium,Lepidico Ltd,4356563,Target Outline,Yes,Surface,Extension,LPD-ASX,0.0101,0.0073,>10 - 100,10.95,7.96,-27.32%,FALSE,683,,,
Cajueiro,709450,55922,Brazil,Gold,CJO_094,10/13/2016,Gold,Equitas Resources Corp.,4350026,Construction Planned,Yes,Surface,Extension,ALTA-TVX,0.452,0.336,>10 - 100,10.05,7.47,-25.67%,FALSE,674,,,
Cariboo,718103,56193,Canada,Tungsten,F16-17,10/24/2016,Tungsten,Happy Creek Minerals Limited,4350938,Reserves Development,Yes,Surface,Extension,HPY-TVX,0.1275,0.1257,>10 - 100,10.1,9.95,-1.41%,FALSE,304,,,
Polar Bear,744512,33294,Australia,Gold,SPBD0352,12/8/2016,Gold,S2 Resources Limited,4634545,Reserves Development,No,Surface,Extension,S2R-ASX,0.1982,0.1507,>10 - 100,48.77,37.08,-23.96%,FALSE,655,,,
Cariboo,719796,56193,Canada,Tungsten,F16-22,10/31/2016,Tungsten,Happy Creek Minerals Limited,4350938,Reserves Development,Yes,Surface,Extension,HPY-TVX,0.1347,0.1257,>10 - 100,10.67,9.96,-6.65%,FALSE,413,,,
Shorty Creek,718970,56517,USA,Copper,SC 16-02,10/26/2016,Copper,Freegold Ventures Limited,4350276,Target Outline,Yes,Surface,Exploration,FVL-TSX,0.1198,0.0816,>10 - 100,17.39,11.84,-31.87%,FALSE,715,,,
Shorty Creek,741473,56517,USA,Copper,SC 16-06,12/6/2016,Copper,Freegold Ventures Limited,4350276,Target Outline,Yes,Surface,Exploration,FVL-TSX,0.0755,0.0629,>10 - 100,10.95,9.12,-16.67%,FALSE,582,,,
Kensington,707187,24450,USA,Gold,K15-0445-234-X10,10/10/2016,Gold,"Coeur Mining, Inc.",4349317,Operating,No,Underground,Infill,CDE-US,10.96,10.99,>100,"1,836.52","1,871.88",0.27%,FALSE,252,,,
Watershed,721512,57561,Australia,Tungsten,IVRC2016 001,11/3/2016,Gold,Vital Metals Limited,4355245,Feasibility Complete,Yes,Surface,Exploration,VML-ASX,0.0153,0.014,<10,9.11,8.33,-8.50%,FALSE,444,,,
Snowcap,709143,58259,Canada,Gold,BV16-54,10/12/2016,Gold,Independence Gold Corp.,4351202,Exploration,Yes,Surface,Exploration,IGO-TVX,0.1816,0.1308,>10 - 100,10.08,7.26,-27.99%,FALSE,691,,,
Aurora Tank,717723,60023,Australia,Gold,16AT043,10/25/2016,Gold,Marmota Limited,4352084,Target Outline,Yes,Surface,Definition,MEU-ASX,0.0122,0.0128,<10,5.48,5.78,5.20%,FALSE,181,,,
Aurora Tank,735602,60023,Australia,Gold,16AT043,11/29/2016,Gold,Marmota Limited,4352084,Target Outline,Yes,Surface,Definition,MEU-ASX,0.012,0.0131,<10,5.41,5.9,9.03%,FALSE,138,,,
Jumbuck,721281,63743,Australia,Gold,GWRC038,11/3/2016,Gold,Tyranna Resources Limited,4351356,Target Outline,Yes,Surface,Extension,TYX-ASX,0.0268,0.0244,>10 - 100,10.7,9.72,-9.19%,FALSE,460,,,
Jumbuck,725658,63743,Australia,Gold,16CBRC038,11/10/2016,Gold,Tyranna Resources Limited,4351356,Target Outline,Yes,Surface,Extension,TYX-ASX,0.0252,0.0244,>10 - 100,10.06,9.71,-3.47%,FALSE,354,,,
Jumbuck,754112,63743,Australia,Gold,16GWRC063,12/22/2016,Gold,Tyranna Resources Limited,4351356,Target Outline,Yes,Surface,Extension,TYX-ASX,0.0181,0.0206,<10,7.22,8.22,13.86%,FALSE,91,,,
Yukon East Block,708074,63754,Canada,Gold,Trench 1,10/11/2016,Lead,Cantex Mine Development Corporation,4348918,Exploration,Yes,Surface,Extension,CD-TVX,0.0641,0.0671,<10,7.42,7.82,4.71%,FALSE,188,,,
Yukon East Block,738886,63754,Canada,Gold,DH (1-3),12/2/2016,Silver,Cantex Mine Development Corporation,4348918,Exploration,Yes,Surface,Extension,CD-TVX,0.0525,0.0334,<10,6.53,4.36,-36.44%,FALSE,729,,,
La Victoria,746814,64251,Peru,Gold,M002023,12/14/2016,Silver,Eloro Resources Ltd.,4349937,Target Outline,Yes,Surface,Extension,ELO-TVX,0.3125,0.3058,<10,8.98,9.09,-2.14%,FALSE,322,,,
Silver Cliff,753972,64719,USA,Silver,K16-01,12/21/2016,Silver,Viscount Mining Corp.,4438100,Exploration,Yes,Surface,Exploration,VML-TVX,0.4556,0.515,>10 - 100,18.4,20.8,13.04%,FALSE,103,,,
El Jicaro,716215,65105,Nicaragua,Gold,119233,10/19/2016,Gold,Golden Reign Resources Ltd.,4350594,Grassroots,Yes,In Pit,Exploration,GRR-TVX,0.2361,0.2249,>10 - 100,38.55,36.73,-4.71%,FALSE,376,,,
Red Hill,736758,65471,USA,Gold,RHB-96c,11/30/2016,Gold,NuLegacy Gold Corporation,4352965,Target Outline,Yes,Surface,Extension,NUG-TVX,0.2045,0.1718,>10 - 100,59.68,50.13,-16.00%,FALSE,572,,,
Buckingham,716248,65550,Canada,Graphite,BH16-06,10/18/2016,Graphite,Ashburton Ventures Incorporated,4348208,Target Outline,Yes,Surface,Extension,ABR-TVX,0.1521,0.1492,<10,1.72,1.85,-1.92%,FALSE,318,,,
Jalkunen,739423,65616,Sweden,Graphite,NUN16013,12/6/2016,Graphite,Talga Resources Limited,4354708,Reserves Development,Yes,Surface,Extension,TLG-ASX,0.2018,0.2153,>10 - 100,36.69,39.15,6.69%,FALSE,159,,,
Mt Coolon,717193,26772,Australia,Gold,KLRD0005,10/21/2016,Gold,GBM Resources Limited,4350356,Prefeas/Scoping,No,Surface,Infill,GBZ-ASX,0.016,0.0121,>10 - 100,13.04,9.86,-24.40%,FALSE,659,,,
Central Malawi,708675,66031,Malawi,Graphite,MGHA0564,10/12/2016,Graphite,Sovereign Metals Limited,4354479,Prefeas/Scoping,Yes,Surface,Extension,SVM-ASX,0.1019,0.0958,>10 - 100,21.12,20.81,-6.05%,FALSE,401,,,
