Property Name ,Interval Identifier ,Property ID ,Country Name ,Primary Commodity ,Reported Date (mm/dd/yyyy),Reporting Company ,Reporting Company ID ,Primary Interval Commodity ,Hole ID ,Stage (At Time of Ann.) ,Significant Interval? Yes/No,Surface or Underground? ,Exploration Purpose ,Interval Value (m-$/tonne) (Reported-meter/t),Exchg,From (Date -1),To (Date + 20),Market Cap Range,"Market Cap ($M) (From, date -1)","Market Cap ($M) (To, date + 20)",Gain,Rank,Relevant asterisk/ footnote,New Rank,Notes
Los Chapitos,881886,60068,Peru,Copper,4/18/2017,Camino Minerals Corporation,4348860,Copper,CHR-002,Target Outline,Yes,Surface,Extension,"8,020.28",COR-TVX,0.264,0.941,<10,9.63,34.37,256.80%,1,,1,No results in the top ten. All other results came afterward. 
Los Domos,916760,78163,Chile,Gold,6/15/2017,Equus Mining Limited,4348979,Gold,Channel 7A,Exploration,No,Surface,Exploration,"1,250.02",EQE-ASX,0.014,0.027,<10,9.17,17.73,93.40%,2,,2,
Leonora,882370,28500,Australia,Gold,4/19/2017,Kin Mining NL,4361760,Gold,LS17RC067,Feasibility Started,Yes,Surface,Extension,"25,513.16",KIN-ASX,0.17,0.324,>10 - 100,21.16,51.6,90.90%,3,*,1,Two results in the top ten. Removed a drill result from 4/3/2017 (16 days earlier) that was within the top ten. 
Jefferson,875598,60803,USA,Gold,4/4/2017,Pancontinental Gold Corporation,4353209,Gold,JEF-108,Target Outline,No,Surface,Exploration,"1,259.57",PUC.H-TVX,0.034,0.052,<10,3.34,5.16,54.40%,6,,4,
Bromus,905126,62371,Australia,Gold,5/23/2017,Greatland Gold Plc,4350797,Zinc,BRD005,Target Outline,No,Surface,Exploration,24.313,GGP-AIMLSE,0.005,0.01,<10,9.4,18,89.80%,4,,3,
Las Minas,901954,30013,Mexico,Gold,5/17/2017,Mexican Gold Corp.,4354438,Gold,LM-17-ED-31,Target Outline,No,Surface,Infill,"5,746.17",MEX-TVX,0.224,0.297,<10,6.27,10.08,32.50%,29,*,6,Two results in the top ten. Removed a drill result from 5/15/2017 (two days earlier) that was within the top ten. One other result a month earlier and another result that came later. 
Las Minas,901061,30013,Mexico,Gold,5/15/2017,Mexican Gold Corp.,4354438,Gold,LM-17-CS-04,Target Outline,No,Surface,Extension,"1,288.99",MEX-TVX,0.219,0.289,<10,6.11,9.79,32.00%,30,,,Two results in the top ten. Removed this result as a duplicate and left in the higher ranked result from 5/17/2017.
Cuatro de Mayo,905948,52108,Mexico,Gold,5/24/2017,San Marco Resources Inc.,4354003,Gold,Z-02,Target Outline,No,Surface,Exploration,452.751,SMN-TVX,0.119,0.155,<10,6.65,8.71,30.60%,34,,7,
Kildare,924952,78073,Ireland,Zinc,6/23/2017,Zinc of Ireland NL,4350477,Zinc,Z-4069-003,Target Outline,Yes,Surface,Extension,"9,738.63",ZMI-ASX,0.003,0.004,<10,2.93,3.71,28.10%,38,,8,
Leonora,871896,28500,Australia,Gold,4/3/2017,Kin Mining NL,4361760,Gold,HE17RC009,Feasibility Started,Yes,Surface,Extension,"5,788.06",KIN-ASX,0.141,0.267,>10 - 100,17.6,33.31,89.20%,5,,,Two results in the top ten. Removed this result as a duplicate and left in the higher ranked result from 4/19/2017. All other results came afterwards.
Challenger,901471,29378,Australia,Gold,5/17/2017,WPG Resources Limited,4282806,Gold,17CUD2072,Operating,No,Underground,Extension,864.096,WPG-ASX,0.038,0.056,>10 - 100,28.65,42.06,46.80%,10,,4,"No other results in the top ten, all other results came afterwards. "
Bygoo,937520,76132,Australia,Tin,6/28/2017,Thomson Resources Limited,4366883,Tin,BNRC033,Target Outline,Yes,Underground,Extension,"6,028.98",TMZ-ASX,0.03,0.037,<10,3.1,3.84,22.70%,52,,10,
Grand Bois,902547,26784,Haiti,Gold,5/18/2017,3D Resources Limited,4347731,Gold,GBDH-011,Reserves Development,Yes,Surface,Exploration,"21,102.73",DDD-ASX,0.004,0.005,<10,2.43,2.97,22.10%,58,,,
Calingiri,922013,49881,Australia,Copper,6/22/2017,Caravel Minerals Limited,4354269,Copper,17CARC011,Prefeas/Scoping,No,Surface,Exploration,836.64,CVV-ASX,0.038,0.046,<10,2.58,3.15,22.00%,59,,,
Cuitaboca,936631,29381,Mexico,Silver,6/29/2017,Santana Minerals Limited,4391733,Silver,MSRC033,Target Outline,Yes,Surface,Exploration,"1,467.99",SMI-ASX,0.02,0.024,<10,5.2,6.25,20.30%,63,,,
Clavos,898892,25894,Canada,Gold,5/10/2017,Sage Gold Inc.,4353973,Gold,CL-17-02,Prefeas/Scoping,No,Surface,Extension,921.859,SGX-TVX,0.128,0.152,<10,8.75,10.43,19.20%,67,,,
Loranger,906024,78390,Canada,U3O8,5/24/2017,Appia Energy Corp.,4356439,U3O8,LOR-17-004,Target Outline,No,Surface,Exploration,390.843,API-CNQ,0.111,0.132,<10,5.82,6.93,18.90%,69,,,
Topley Richfield,907788,60241,Canada,Gold,5/24/2017,Shamrock Enterprises Inc.,4354118,Silver,SE_01_5/24/2017,Exploration,Yes,Surface,Exploration,"1,525.46",SRS-CNQ,0.022,0.026,<10,0.6,0.71,18.90%,70,,,
Spring Creek,929830,36154,Australia,Copper,6/27/2017,Archer Exploration Limited,4348125,Copper,BHRC1708,Target Outline,No,Surface,Exploration,90.213,AXE-ASX,0.033,0.038,<10,4.48,5.26,17.40%,76,,,
Wolfsberg,938314,38460,Austria,Lithium,6/28/2017,European Lithium Limited,4353255,Lithium,P15-6,Prefeas/Scoping,No,Surface,Exploration,514.5,EUR-ASX,0.032,0.037,<10,5.72,6.82,16.90%,79,,,
Preview SW,897104,39494,Canada,Gold,5/8/2017,Comstock Metals Limited,4349408,Gold,PR17-164,Reserves Development,Yes,Surface,Extension,"5,645.22",CSL-TVX,0.102,0.119,<10,7.51,8.73,16.30%,82,,,
Unkur,912128,77290,Russia,Copper,6/5/2017,Azarga Metals Corp.,4350081,Copper,AM-001,Reserves Development,Yes,Surface,Extension,"1,916.37",AZR-TVX,0.137,0.158,<10,6.41,7.61,15.70%,86,,,
Widgiemooltha,937565,32767,Australia,Gold,6/28/2017,Mincor Resources NL,4352320,Gold,MRC512,Feasibility Started,Yes,Surface,Extension,"2,233.99",MCR-ASX,0.106,0.155,>10 - 100,20.07,29.2,45.50%,13,*,7,"13 days earlier, two results were released for their Widgiemooltha and North Kambalda properties. "
Hawkins,878497,55097,Canada,Gold,4/11/2017,Sunvest Minerals Corp.,4366464,Gold,HW-17-06,Reserves Development,No,Surface,Extension,503.49,SSS-TVX,0.094,0.106,<10,2.57,2.92,13.50%,98,,,
Abu Marawat,902933,29210,Egypt,Gold,5/18/2017,Aton Resources Inc.,4347895,Gold,HAD-007,Reserves Development,Yes,Surface,Extension,"3,334.18",AAN-TVX,0.029,0.033,<10,5.4,6.12,13.30%,100,,,
Snow Lake,875640,36005,Canada,Copper,4/6/2017,Rockcliff Copper Corporation,4354421,Gold,TB-019,Reserves Development,Yes,Surface,Extension,"1,624.91",RCU-TVX,0.056,0.063,<10,7.62,8.55,12.10%,111,,,
Yongwon,902572,77923,South Korea,Graphite,5/17/2017,Peninsula Mines Limited,4349702,Graphite,Trench2,Exploration,No,Surface,Extension,138,PSM-ASX,0.015,0.017,<10,7.68,8.54,11.30%,126,,,
Calingiri,874212,49881,Australia,Copper,4/4/2017,Caravel Minerals Limited,4354269,Copper,17CAAC202,Prefeas/Scoping,No,Surface,Infill,390.987,CVV-ASX,0.047,0.052,<10,3.19,3.54,10.80%,128,,,
Timmins Porcupine West,898933,37902,Canada,Gold,5/10/2017,Explor Resources Inc.,4350107,Zinc,KC-17-07,Reserves Development,No,Surface,Extension,3.825,EXS-TVX,0.044,0.048,<10,6.43,7.08,10.20%,136,,,
Tenoriba,917799,50341,Mexico,Gold,6/14/2017,Mammoth Resources Corporation,4352024,Gold,330745,Exploration,No,Surface,Exploration,429.046,MTH-TVX,0.053,0.058,<10,1,1.1,9.70%,140,,,
Sakami,902996,31985,Canada,Gold,5/18/2017,Canada Strategic Metals Inc.,4348875,Gold,PT-17-100A,Target Outline,No,Surface,Extension,951.99,CJC-TVX,0.085,0.093,<10,8.7,9.53,9.50%,142,,,
Lucky Mike,879461,66781,Canada,Copper,4/12/2017,ArcPacific Resources Corp.,4418942,Molybdenum,LM16-01,Advanced Exploration,Yes,Surface,Extension,"5,170.61",ACP-TVX,0.03,0.033,<10,0.23,0.25,9.40%,143,,,
Paupong,930132,70827,Australia,Gold,6/26/2017,Alt Resources Limited,4576587,Copper,PDD016,Target Outline,No,Surface,Exploration,15.134,ARS-ASX,0.03,0.043,<10,2.02,2.96,41.90%,14,,5,No other results in the top ten. Over a month earlier there was a drill result reported from the same property.
Challenger,903476,29378,Australia,Gold,5/22/2017,WPG Resources Limited,4282806,Gold,07CUD0323,Operating,Yes,Underground,Extension,"7,379.94",WPG-ASX,0.041,0.056,>10 - 100,30.95,42.12,36.10%,21,,,"If we remove NQ minerals, this result would be removed as a duplicate and an asterik added next to the top WPG Resources result."
Woodlark Island,898579,29094,Papua New Guinea,Gold,5/10/2017,Kula Gold Limited,4361895,Gold,BS17RC007,Feasibility Complete,Yes,Surface,Extension,"6,622.00",KGD-ASX,0.021,0.022,<10,7.74,8.4,8.50%,151,,,
Seymour Lake,904280,32093,Canada,Lithium,5/22/2017,Ardiden Limited,4354600,Lithium,SL-17-03,Target Outline,Yes,Surface,Extension,"3,360.00",ADV-ASX,0.01,0.011,<10,8.54,9.68,8.40%,153,,,
Armagh-Monaghan,899195,30869,Ireland,Gold,5/11/2017,Conroy Gold and Natural Resources Plc,4349433,Gold,CG_01_5/11/2017,Prefeas/Scoping,Yes,Underground,Exploration,"3,858.70",CGNR-AIMLSE,0.159,0.171,<10,1.75,1.89,7.90%,164,,,
Tampia,878689,49958,Australia,Gold,4/12/2017,Explaurum Limited,4350040,Gold,THRC140,Prefeas/Scoping,Yes,Surface,Extension,"5,197.83",EXU-ASX,0.058,0.079,>10 - 100,20.3,27.47,35.30%,22,,,All other results came afterwards. 
River Valley,899056,31228,Canada,Palladium,5/10/2017,New Age Metals Inc.,4353165,Platinum Group Metals,DN-T2-06,Reserves Development,No,Surface,Extension,NA,NAM-TVX,0.062,0.067,<10,4.22,4.57,7.70%,168,,,
Gowganda,875742,63388,Canada,Gold,4/5/2017,Aldershot Resources Ltd.,4347888,Gold,TMH17-030,Target Outline,No,Surface,Extension,794.488,ALZ-TVX,0.056,0.059,<10,2.78,2.92,5.30%,203,,,
Bynoe,937815,77268,Australia,Lithium,6/28/2017,Liontown Resources Limited,4351851,Lithium,LBRC071,Target Outline,No,Surface,Exploration,"1,280.00",LTR-ASX,0.008,0.008,<10,7.52,7.85,4.50%,218,,,
Doulnia,938664,37646,Burkina Faso,Gold,6/29/2017,Vital Metals Limited,4355245,Gold,BOURC004,Target Outline,No,Surface,Infill,"3,158.05",VML-ASX,0.008,0.008,<10,8.05,8.38,4.20%,222,,,
Merolia,932648,67632,Australia,Nickel,6/27/2017,White Cliff Minerals Limited,4355378,Gold,BEAC004,Target Outline,Yes,Surface,Extension,"1,523.18",WCN-ASX,0.002,0.002,<10,4.28,4.41,3.00%,240,,,
Ajana,888810,70769,Australia,Graphite,4/27/2017,Anson Resources Limited,4352129,Graphite,MS21,Target Outline,No,Surface,Exploration,375,ASN-ASX,0.021,0.022,<10,3.84,3.95,2.90%,243,,,
County Clare,918500,34156,Ireland,Zinc,6/19/2017,Hannan Metals Ltd.,4351656,Zinc,DH06,Reserves Development,Yes,Surface,Extension,"9,531.56",HAN-TVX,0.302,0.31,<10,8.3,8.52,2.70%,249,,,
Richmond Basin,916722,26543,USA,Silver,6/14/2017,Northern Sphere Mining Corp.,4348145,Silver,NSM_CS2_6.14.2017,Preproduction,No,Surface,Exploration,225.404,NSM-CNQ,0.159,0.163,<10,4.53,4.63,2.30%,261,,,
Lynn Lake,911136,27307,Canada,Nickel,6/2/2017,Corazon Mining Limited,4349511,Nickel,FLC-2017-08,Prefeas/Scoping,No,Surface,Extension,488.418,CZN-ASX,0.01,0.011,<10,9.3,9.49,2.10%,265,,,
Zulema,875589,32686,Chile,Copper,4/3/2017,Chilean Metals Inc.,4351296,Copper,Hole 5,Target Outline,No,Surface,Extension,84.767,CMX-TVX,0.109,0.111,<10,8.21,8.38,2.10%,266,,,
Gold Rock,911130,58454,Canada,Gold,6/2/2017,Copper Reef Mining Corporation,4349500,Gold,Gr-142,Target Outline,No,Surface,Exploration,"1,104.30",CZC-CNQ,0.019,0.019,<10,2.63,2.68,1.90%,271,,,
Rice Island,895592,76615,Canada,Nickel,5/3/2017,Wolfden Resources Corporation,4355418,Nickel,RI-17-34,Target Outline,No,Surface,Extension,754.952,WLF-TVX,0.109,0.111,<10,8.86,9.02,1.80%,275,,,
Poker Brown,897128,78637,USA,Gold,5/8/2017,Pacific Ridge Exploration Limited,4353168,Gold,PB17-04,Exploration,No,Surface,Exploration,406.465,PEX-TVX,0.044,0.045,<10,1.36,1.39,1.70%,278,,,
Magogaphate,911759,36178,Botswana,Nickel,6/5/2017,Botswana Metals Limited,4348671,Cobalt,MARC0096,Feasibility Started,No,Surface,Exploration,161.004,BML-ASX,0.001,0.001,<10,1.09,1.11,1.70%,280,,,
Jersey-Emerald,908338,30201,Canada,Molybdenum,5/29/2017,Margaux Resources Limited,4529803,Gold,E1433,Reserves Development,No,Surface,Exploration,"1,878.37",MRL-TVX,0.186,0.189,<10,9.22,9.37,1.60%,281,,,
Aucu,913908,37914,Kyrgyzstan,Gold,6/13/2017,White Cliff Minerals Limited,4355378,Gold,WC_CS_6.13.2017,Reserves Development,No,Surface,Extension,456.952,WCN-ASX,0.002,0.002,<10,4.25,4.31,1.60%,284,,,
Fontana,910798,26541,Canada,Gold,5/31/2017,Tres-Or Resources Limited,4354968,Gold,F17-01,Reserves Development,No,Surface,Extension,975.466,TRS-TVX,0.03,0.03,<10,3.16,3.22,1.40%,288,,,
Doulnia,912177,37646,Burkina Faso,Gold,6/6/2017,Vital Metals Limited,4355245,Gold,KRC353,Target Outline,Yes,Surface,Extension,"4,950.31",VML-ASX,0.008,0.008,<10,8.69,8.81,1.40%,289,,,
Ala River,917975,78951,Papua New Guinea,Copper,6/6/2017,Frontier Resources Limited,4350285,Gold,Trench 29,Exploration,No,Surface,Exploration,"1,184.68",FNT-ASX,0.025,0.026,<10,2.05,2.07,1.40%,290,,,
Savant Lake,901454,70512,Canada,Gold,5/16/2017,New Dimension Resources Ltd.,4352752,Zinc,NDR17-03,Target Outline,No,Surface,Exploration,148.203,NDR-TVX,0.051,0.052,<10,1.12,1.13,1.20%,293,,,
North Telfer,921117,34241,Australia,Gold,6/21/2017,Antipa Minerals Limited,4348081,Gold,17MYC0078,Target Outline,Yes,Surface,Extension,"13,940.89",AZY-ASX,0.014,0.018,>10 - 100,16.02,21.43,33.80%,25,,,
Widgiemooltha,917667,32767,Australia,Gold,6/15/2017,Mincor Resources NL,4352320,Gold,MRC487,Feasibility Started,Yes,Surface,Extension,"1,471.98",MCR-ASX,0.107,0.14,>10 - 100,20.16,26.49,31.40%,31,,,
Gorilla Lake,894654,34919,Canada,U3O8,5/2/2017,ALX Uranium Corp.,4361958,U3O8,GL17-002,Exploration,No,Surface,Exploration,11.969,AL-TVX,0.066,0.066,<10,4.63,4.67,0.90%,301,,,
Lake Carey,905017,31867,Australia,Gold,4/5/2017,Matsa Resources Limited,4352116,Gold,17LCAC130,Prefeas/Scoping,Yes,Surface,Extension,"1,617.11",MAT-ASX,0.151,0.197,>10 - 100,21.87,28.47,30.20%,35,,,
Kroussou,898995,67862,Gabon,Zinc,5/11/2017,Trek Metals Limited,4355585,Zinc,DKDD001,Target Outline,Yes,Surface,Extension,"1,982.62",TKM-ASX,0.027,0.028,<10,4.27,4.3,0.70%,307,,,
Silver Cliff,938918,64719,USA,Silver,6/27/2017,Viscount Mining Corp.,4438100,Silver,K16-01,Target Outline,Yes,Surface,Extension,"8,289.45",VML-TVX,0.196,0.198,<10,8.17,8.22,0.70%,309,,,
Burbanks,905624,31083,Australia,Gold,5/24/2017,Barra Resources Limited,4348465,Gold,BBRC256,Prefeas/Scoping,No,Surface,Exploration,137.085,BAR-ASX,0.037,0.047,>10 - 100,15.88,20.13,26.80%,39,,,
Burke,921411,78859,Australia,Graphite,6/21/2017,Strike Resources Limited,4251283,Graphite,BGDD001,Exploration,Yes,Surface,Extension,"26,322.25",SRK-ASX,0.032,0.032,<10,4.63,4.65,0.30%,318,,,
El Topacio,921418,26767,Nicaragua,Gold,6/21/2017,Oro Verde Limited,4353110,Gold,MTD-17-005,Reserves Development,No,Surface,Exploration,441.636,OVL-ASX,0.01,0.01,<10,6.86,6.88,0.30%,320,,,
Colibri,912491,38408,Mexico,Gold,6/6/2017,Colibri Resource Corporation,4349326,Gold,PTY-17-003,Target Outline,Yes,Surface,Exploration,"2,024.92",CBI-TVX,0.159,0.159,<10,1.87,1.86,-0.50%,335,,,
Mount Garnet,892155,29864,Australia,Tin,5/1/2017,Consolidated Tin Mines Limited,4349458,Zinc,GTD254,Feasibility Started,Yes,Surface,Extension,"1,776.71",CSD-ASX,0.019,0.019,<10,5.24,5.21,-0.50%,344,,,
Silver Cliff,905592,64719,USA,Silver,5/23/2017,Viscount Mining Corp.,4438100,Silver,K16-07,Target Outline,Yes,Surface,Extension,"1,655.44",VML-TVX,0.21,0.208,<10,8.56,8.67,-1.00%,355,,,
Snake Well,924975,26663,Australia,Gold,6/23/2017,Kalamazoo Resources Limited,4472316,Gold,MJAZRC010,Prefeas/Scoping,Yes,Surface,Extension,"2,773.19",KZR-ASX,0.064,0.081,<10,5.34,6.76,26.60%,40,*,9,Two results in the top ten. Removed a drill result from 6/14/2017 (9 days earlier) that was within the top ten. Two other results were a month earier.  
Diamba Sud,965486,78785,Senegal,Gold,4/3/2017,Chesser Resources Limited,4349106,Gold,DS0002RC,Target Outline,Yes,Surface,Exploration,"1,746.56",CHZ-ASX,0.037,0.036,<10,4.55,4.49,-1.40%,365,,,
Beechworth,872997,54898,Australia,Lithium,4/3/2017,Dart Mining NL,4349651,Lithium,68923,Exploration,No,Surface,Exploration,"1,072.87",DTM-ASX,0.006,0.006,<10,2.32,2.28,-1.40%,366,,,
Dongsugok,896761,77206,South Korea,Lithium,4/26/2017,Peninsula Mines Limited,4349702,Scandium,UBG0017,Exploration,No,Surface,Exploration,263.177,PSM-ASX,0.015,0.015,<10,7.8,7.68,-1.80%,374,,,
Cancet,900518,78551,Canada,Lithium,5/9/2017,MetalsTech Limited,4858478,Lithium,MTC17-015,Target Outline,Yes,Surface,Extension,"7,490.70",MTC-ASX,0.14,0.138,<10,3.59,4.12,-1.90%,375,,,
Palmetto,916701,33814,USA,Gold,6/15/2017,ML Gold Corporation,4348929,Gold,PAL-17C03,Target Outline,Yes,Surface,Extension,"2,110.23",MLG-TVX,0.11,0.108,<10,7.76,7.62,-1.90%,377,,,
Cuitaboca,886078,29381,Mexico,Silver,4/21/2017,Santana Minerals Limited,4391733,Silver,LPTTR-19-03,Target Outline,No,Surface,Definition,"1,198.97",SMI-ASX,0.026,0.026,<10,6.92,6.77,-2.30%,387,,,
Halls Creek,896950,33192,Australia,Gold,5/8/2017,Pantoro Limited,4353164,Gold,NUD17031,Expansion,Yes,Underground,Extension,"16,104.39",PNR-ASX,0.137,0.171,>100,102.23,128.01,25.00%,45,,5,One other result came over a month earlier. 
Snake Well,916562,26663,Australia,Gold,6/14/2017,Kalamazoo Resources Limited,4472316,Gold,17KZRC011,Prefeas/Scoping,No,Surface,Extension,519.147,KZR-ASX,0.068,0.084,<10,5.66,6.98,23.30%,49,,,Two results in the top ten. Removed this result as a duplicate and left in the higher ranked result from 6/23/2017
Clayton Valley,919955,77505,USA,Lithium,6/20/2017,Cypress Development Corp.,4349628,Lithium,DCH-08,Exploration,No,Surface,Extension,536.451,CYP-TVX,0.072,0.07,<10,2.51,2.44,-2.80%,405,,,
Burbanks,936730,31083,Australia,Gold,6/29/2017,Barra Resources Limited,4348465,Gold,BBAC092,Prefeas/Scoping,No,Surface,Infill,"1,812.57",BAR-ASX,0.042,0.05,>10 - 100,17.76,21.2,19.40%,65,,,
Deflector,901714,28512,Australia,Gold,5/17/2017,Doray Minerals Limited,4349786,Gold,DEDD014a,Operating,No,Surface,Extension,"4,466.56",DRM-ASX,0.23,0.271,>10 - 100,82.27,96.66,17.50%,75,,,
AU33 West,913857,42088,Canada,Gold,6/12/2017,Dios Exploration Inc.,4349746,Gold,Hole 17,Target Outline,No,Surface,Extension,525.921,DOS-TVX,0.052,0.05,<10,2.88,2.76,-4.00%,430,,,
Las Minas,909918,30013,Mexico,Gold,5/31/2017,Mexican Gold Corp.,4354438,Gold,12351,Target Outline,No,Surface,Exploration,265.582,MEX-TVX,0.278,0.267,<10,9.45,9.08,-4.00%,431,,,
Mt Morgans,900617,25662,Australia,Gold,5/15/2017,Dacian Gold Limited,4379662,Gold,17MMDD0335,Construction Started,No,Surface,Infill,"9,181.35",DCN-ASX,1.213,1.406,>100,244.65,283.71,16.00%,84,*,,14 days earlier another result was reported. 
Ogden,895681,30988,Canada,Gold,5/3/2017,Metals Creek Resources Corporation,4352232,Gold,OG17-002,Target Outline,No,Surface,Exploration,"1,067.72",MEK-TVX,0.058,0.056,<10,2.62,2.5,-4.50%,442,,,
Crepulje,886171,77428,Serbia,Zinc,4/21/2017,Altair Resources Inc.,4347943,Zinc,Trench # 1/1,Target Outline,Yes,Surface,Exploration,"3,609.88",AVX-TVX,0.23,0.219,<10,9.79,9.35,-4.50%,444,,,
Morning Star,900566,29908,Australia,Gold,5/15/2017,Mantle Mining Corporation Limited,4352048,Gold,MS051,Limited Production,Yes,Underground,Extension,"111,750.18",MNM-ASX,0.005,0.006,<10,6.69,7.69,15.00%,89,,,
Nelligan,910882,50892,Canada,Gold,6/1/2017,Vanstar Mining Resources Inc.,4355175,Gold,NE-17-51,Target Outline,Yes,Surface,Extension,"1,631.94",VSR-TVX,0.059,0.056,<10,2.33,2.22,-4.70%,447,,,
Tampia,893141,49958,Australia,Gold,5/2/2017,Explaurum Limited,4350040,Gold,THRC168,Prefeas/Scoping,Yes,Surface,Extension,"8,690.98",EXU-ASX,0.069,0.079,>10 - 100,24.12,27.38,13.40%,99,,,
Wolfsberg,909651,38460,Austria,Lithium,5/31/2017,European Lithium Limited,4353255,Lithium,P15-14,Prefeas/Scoping,No,Surface,Extension,200.07,EUR-ASX,0.034,0.032,<10,5.35,5.72,-5.10%,453,,,
Gold Links,930154,25367,USA,Gold,6/26/2017,Dateline Resources Limited,4358361,Gold,CRG-17-3,Exploration,No,Underground,Exploration,692.618,DTR-ASX,0.019,0.018,<10,7.58,7.19,-5.10%,454,,,
Domain,913839,36186,Canada,Gold,6/12/2017,New Dimension Resources Ltd.,4352752,Gold,YG-17-41,Target Outline,Yes,Surface,Extension,"1,338.70",NDR-TVX,0.045,0.042,<10,0.97,0.92,-5.20%,456,,,
Plomosas,899114,70812,Mexico,Zinc,5/11/2017,Consolidated Zinc Limited,4352784,Zinc,LV5013,Prefeas/Scoping,No,Underground,Extension,228.182,CZL-ASX,0.013,0.012,<10,5.8,8.65,-5.20%,457,,,
Burke,913921,78859,Australia,Graphite,6/13/2017,Strike Resources Limited,4251283,Graphite,BGRC009,Exploration,Yes,Surface,Extension,"13,822.50",SRK-ASX,0.033,0.031,<10,4.82,4.56,-5.30%,460,,,
Ogden,911993,30988,Canada,Gold,6/5/2017,Metals Creek Resources Corporation,4352232,Gold,TOG-17-53,Target Outline,No,Surface,Definition,190.206,MEK-TVX,0.052,0.049,<10,2.33,2.2,-5.40%,461,,,
Wolfsberg,881814,38460,Austria,Lithium,4/18/2017,European Lithium Limited,4353255,Lithium,P15-17,Prefeas/Scoping,No,Surface,Extension,181.9,EUR-ASX,0.039,0.037,<10,6.29,5.89,-6.40%,488,,,
Sakami,902988,31985,Canada,Gold,5/18/2017,"Matamec Explorations, Inc.",4352108,Gold,PT-17-101,Target Outline,Yes,Surface,Extension,"2,380.03",MAT-TVX,0.048,0.044,<10,6.55,6.09,-7.00%,501,,,
Lake Roe,888059,76396,Australia,Gold,4/26/2017,Breaker Resources NL,4357258,Gold,BBRC0264,Target Outline,No,Surface,Infill,"3,408.12",BRB-ASX,0.409,0.461,>10 - 100,53.52,60.55,12.80%,105,,,
Plutonic,899433,27174,Australia,Gold,5/11/2017,Superior Gold Inc.,4930339,Gold,UDD18829,Operating,Yes,Underground,Extension,"14,893.26",SGI-TVX,0.681,0.763,>10 - 100,65.14,72.95,12.00%,115,,,
Doulnia,903115,37646,Burkina Faso,Gold,5/22/2017,Vital Metals Limited,4355245,Gold,KRC352,Target Outline,Yes,Surface,Extension,"4,315.65",VML-ASX,0.009,0.008,<10,9.43,8.74,-7.30%,511,,,
Murchison,873583,26727,Australia,Gold,4/3/2017,Musgrave Minerals Limited,4352640,Gold,17MORC044,Reserves Development,Yes,Surface,Extension,"4,095.64",MGV-ASX,0.063,0.07,>10 - 100,11.26,12.6,11.80%,117,,,
South Laverton-Carosue Dam,892480,30305,Australia,Gold,5/1/2017,Saracen Mineral Holdings Limited,4354028,Gold,KRGC414,Operating,Yes,Underground,Extension,"33,834.69",SAR-ASX,0.696,0.778,>100,561.93,630.46,11.80%,118,,,
Thunderbox,892663,31056,Australia,Gold,5/1/2017,Saracen Mineral Holdings Limited,4354028,Gold,KLRD_2373_032,Operating,Yes,In Pit,Definition,"15,414.52",SAR-ASX,0.696,0.778,>100,561.93,630.46,11.80%,118,,,
Clayton Valley,912714,77505,USA,Lithium,6/6/2017,Cypress Development Corp.,4349628,Lithium,DCH 9,Exploration,No,Surface,Extension,97.765,CYP-TVX,0.078,0.072,<10,2.76,2.5,-7.80%,525,,,
Juan de Herrera,921398,50976,Dominican Republic,Gold,6/20/2017,Precipitate Gold Corp.,4364691,Gold,Trench 1,Target Outline,No,Surface,Exploration,812.352,PRG-TVX,0.106,0.097,<10,8.02,7.35,-8.40%,541,,,
Youanmi,890807,70480,Australia,Vanadium,4/27/2017,Venus Metals Corporation Limited,4355197,Zinc,VPW40,Reserves Development,Yes,Surface,Extension,"1,933.89",VMC-ASX,0.09,0.082,<10,6.26,5.7,-8.90%,545,,,
Palmetto,930312,33814,USA,Gold,6/27/2017,ML Gold Corporation,4348929,Gold,PAL-17R10,Target Outline,No,Surface,Extension,996.984,MLG-TVX,0.113,0.103,<10,8.01,7.47,-9.30%,555,,,
Yandal,933098,34262,Australia,Gold,6/27/2017,Echo Resources Limited,4349883,Gold,JAC184,Feasibility Complete,Yes,Surface,Exploration,"2,366.00",EAR-ASX,0.091,0.102,>10 - 100,33.73,37.65,11.60%,121,,,
Sebedougou,907786,78873,Burkina Faso,Gold,5/24/2017,Parallel Mining Corp.,4364320,Gold,SEB-DD-17-04,Exploration,Yes,Surface,Exploration,"1,942.05",PAL-TVX,0.067,0.06,<10,3.58,3.24,-9.40%,560,,,
Viscaria,929725,27069,Sweden,Copper,6/26/2017,Avalon Minerals Limited,4348352,Copper,VDD 200,Prefeas/Scoping,No,Surface,Extension,826.7,AVI-ASX,0.012,0.011,<10,7.88,8.9,-9.70%,567,,,
Preview SW,913300,39494,Canada,Gold,6/7/2017,Comstock Metals Limited,4349408,Gold,PR17-171,Reserves Development,No,Surface,Extension,"7,920.50",CSL-TVX,0.126,0.114,<10,9.27,8.35,-9.90%,569,,,
Electra,887115,78152,Mexico,Lithium,4/25/2017,Alix Resources Corporation,4347903,Lithium,AF-17-001,Target Outline,No,Surface,Exploration,349.14,AIX-TVX,0.041,0.037,<10,2.89,2.59,-10.20%,574,,,
