propertyName,intervalIdent,countryName,holeID,reportDate,reportingComp,stage,significantInterval,surfaceUnder,purpose,exchg,date1,date20,marketCapRange,marketCap1,marketCap20,within21,Rank,gainPercent,change
Sanbrado,750787,Burkina Faso,TAN16-RC261,12/20/2016,West African Resources Limited,Feasibility Started,Yes,Surface,Extension,WAF-ASX,0.1596,0.1836,>10 - 100,77.24,88.85,FALSE,85,15,increase
Gold Springs,746894,USA,J-16-015,12/14/2016,TriMetals Mining Inc.,Prefeas/Scoping,No,Surface,Extension,TMI-TSX,0.1982,0.1641,>10 - 100,52.3,47.38,FALSE,592,-17,decrease
Plateau,704460,Canada,BC-07,10/3/2016,Goldstrike Resources Ltd.,Target Outline,No,Surface,Discovery,GSR-TVX,0.1903,0.1575,>10 - 100,31.18,25.81,FALSE,593,-17,decrease
Katanning,745479,Australia,BSRC0726,12/13/2016,Ausgold Limited,Prefeas/Scoping,Yes,Surface,Extension,AUC-ASX,0.0247,0.0217,<10,8.67,7.61,FALSE,510,-12,decrease
Bendigo North,719068,Australia,ACT015,10/27/2016,Catalyst Metals Limited,Target Outline,No,Surface,Metallurgical,CYL-ASX,0.4294,0.3734,>10 - 100,23.68,20.59,FALSE,522,-13,decrease
3 Aces,731405,Canada,GP_01_11.21.2016,11/21/2016,Golden Predator Mining Corp.,Advanced Exploration,Yes,Surface,Extension,GPY-TVX,0.4215,0.433,>10 - 100,32.12,33.23,FALSE,213,2,increase
Gladiator,729027,Canada,BA-16-39,11/16/2016,Bonterra Resources Inc.,Reserves Development,Yes,Surface,Extension,BTR-TVX,0.1707,0.1618,>10 - 100,15.19,14.41,FALSE,381,-5,decrease
Gladiator,744933,Canada,BA-16-40,12/8/2016,Bonterra Resources Inc.,Reserves Development,Yes,Surface,Extension,BTR-TVX,0.1736,0.1953,>10 - 100,15.46,17.39,FALSE,105,12,increase
Restdown,728809,Australia,HRDD002,11/17/2016,Helix Resources Limited,Reserves Development,Yes,Surface,Extension,HLX-ASX,0.0373,0.0299,>10 - 100,11.52,9.23,FALSE,623,-19,decrease
Four Eagles,719050,Australia,FE663,10/27/2016,Catalyst Metals Limited,Target Outline,No,Surface,Metallurgical,CYL-ASX,0.4294,0.3734,>10 - 100,34.99,44.07,FALSE,522,-13,decrease
Stibnite,731227,USA,MGI-16-412,11/21/2016,Midas Gold Corporation,Prefeas/Scoping,Yes,Surface,Extension,MAX-TSX,0.7026,0.7064,>100,126.46,127.16,FALSE,249,0,same
Stibnite,736507,USA,MGI-16-414,11/30/2016,Midas Gold Corporation,Prefeas/Scoping,Yes,Surface,Extension,MAX-TSX,0.699,0.4929,>100,125.83,88.73,FALSE,704,-29,decrease
Red Mountain,720128,Canada,U16-1204,11/1/2016,IDM Mining Ltd.,Feasibility Started,No,Underground,Infill,IDM-TVX,0.1306,0.1045,>10 - 100,36.94,29.57,FALSE,627,-19,decrease
Boundiali,709445,Cote d'Ivoire,BRC010,10/13/2016,Predictive Discovery Limited,Target Outline,No,Surface,Exploration,PDI-ASX,0.106,0.0844,>10 - 100,17.29,13.76,FALSE,631,-20,decrease
Giro,720010,Dem. Rep. Congo,GRRC160,10/31/2016,Amani Gold Limited,Target Outline,No,Surface,Infill,ANL-ASX,0.0561,0.0441,>10 - 100,70.56,55.42,FALSE,636,-21,decrease
Tijirit,720775,Mauritania,T16RC099,11/2/2016,Algold Resources Limited,Reserves Development,No,Surface,Extension,ALG-TVX,0.2578,0.2013,>10 - 100,31.58,24.65,FALSE,637,-21,decrease
Yeongdong,719643,South Korea,KCDD0004,10/28/2016,Southern Gold Limited,Target Outline,No,Surface,Exploration,SAU-ASX,0.2697,0.2092,>10 - 100,12.51,9.71,FALSE,640,-22,decrease
Lundmark-Akow Lake,723513,Canada,RGR-16-4,11/7/2016,Romios Gold Resources Inc.,Target Outline,No,Surface,Exploration,RG-TVX,0.0671,0.0518,>10 - 100,11.23,8.67,FALSE,643,-22,decrease
Castelo de Sonhos,736638,Brazil,CSH-16-146,11/30/2016,"TriStar Gold, Inc.",Reserves Development,No,Surface,Extension,TSG-TVX,0.2231,0.1718,>10 - 100,28.52,21.96,FALSE,644,-23,decrease
Florida Belt,723427,Uruguay,CHDD?004,11/7/2016,Patagonia Gold Plc,Target Outline,No,Surface,Exploration,PGD-AIMLSE,0.0392,0.0299,>10 - 100,62.25,47.47,FALSE,651,-23,decrease
Castelo de Sonhos,721256,Brazil,CSH-16-144,11/1/2016,"TriStar Gold, Inc.",Reserves Development,No,Surface,Extension,TSG-TVX,0.2947,0.2239,>10 - 100,37.53,28.51,FALSE,656,-24,decrease
Horse Well,719104,Australia,HWAC698,10/27/2016,Doray Minerals Limited,Reserves Development,No,Surface,Infill,DRM-ASX,0.4525,0.3884,>100,161.49,138.62,FALSE,541,-14,decrease
Altan Nar,705378,Mongolia,BKD-49,10/4/2016,Erdene Resource Development Corporation,Reserves Development,Yes,Surface,Extension,ERD-TSX,0.2742,0.3894,>10 - 100,33.22,47.18,FALSE,14,42,increase
Altan Nar,715758,Mongolia,BKD-57,10/18/2016,Erdene Resource Development Corporation,Reserves Development,Yes,Surface,Extension,ERD-TSX,0.3233,0.3544,>10 - 100,39.16,42.94,FALSE,134,9,increase
Altan Nar,730215,Mongolia,BKD-74,11/17/2016,Erdene Resource Development Corporation,Reserves Development,Yes,Surface,Extension,ERD-TSX,0.2942,0.351,>10 - 100,37.31,44.51,FALSE,67,19,increase
Altan Nar,735547,Mongolia,BKD-77,11/28/2016,Erdene Resource Development Corporation,Reserves Development,Yes,Surface,Extension,ERD-TSX,0.2775,0.3517,>10 - 100,35.19,44.59,FALSE,41,26,increase
Giro,743807,Dem. Rep. Congo,GRRC172,12/8/2016,Amani Gold Limited,Target Outline,No,Surface,Infill,ANL-ASX,0.0404,0.0301,>10 - 100,50.79,37.9,FALSE,671,-25,decrease
Altan Nar,749186,Mongolia,TND-101,12/19/2016,Erdene Resource Development Corporation,Reserves Development,Yes,Surface,Extension,ERD-TSX,0.3517,0.6435,>10 - 100,44.59,81.61,FALSE,4,83,increase
Santa Rosa,741094,Colombia,SRD-0093,12/6/2016,Red Eagle Mining Corporation,Commissioning,Yes,Surface,Extension,R-TSX,0.5886,0.4882,>100,141.8,117.63,FALSE,589,-17,decrease
Tuligtic,736314,Mexico,TU-16-470,11/29/2016,Almaden Minerals Limited,Prefeas/Scoping,No,Surface,Geotechnical,AMM-TSX,1.081,0.7988,>10 - 100,93.14,68.83,FALSE,679,-26,decrease
Matilda,719232,Australia,MARC0511,10/27/2016,Blackham Resources Limited,Operating,Yes,Surface,Extension,BLK-ASX,0.5713,0.4556,>100,162.76,129.79,FALSE,628,-20,decrease
South Hounde,733620,Burkina Faso,DDH045,11/24/2016,Sarama Resources Limited,Reserves Development,Yes,Surface,Extension,SWA-TVX,0.1185,0.1374,>10 - 100,13.21,15.33,FALSE,81,15,increase
Vivien,748728,Australia,VVDD1031,12/19/2016,Ramelius Resources Limited,Operating,Yes,Underground,Definition,RMS-ASX,0.3386,0.4538,>100,177.84,238.38,FALSE,25,34,increase
Arakaka,705053,Guyana,ARDD-015,10/4/2016,Alicanto Minerals Limited,Target Outline,No,Surface,Exploration,AQI-ASX,0.2818,0.2035,>10 - 100,24.74,17.86,FALSE,689,-27,decrease
Krasny,727336,Russia,141769,11/10/2016,Kopy Goldfields AB,Prefeas/Scoping,Yes,Surface,Extension,KOPY-OME,0.149,0.1246,>10 - 100,11.9,9.95,FALSE,577,-16,decrease
Paterson North,704182,Australia,PNA033,10/3/2016,Sipa Resources Limited,Target Outline,No,Surface,Exploration,SRI-ASX,0.0153,0.0129,>10 - 100,14.24,12.01,FALSE,563,-15,decrease
Krasny,754313,Russia,141770,12/21/2016,Kopy Goldfields AB,Prefeas/Scoping,Yes,Surface,Extension,KOPY-OME,0.1067,0.1371,<10,8.52,10.95,FALSE,34,28,increase
Natougou,738927,Burkina Faso,TPA0700,12/5/2016,SEMAFO Inc.,Preproduction,Yes,In Pit,Extension,SMF-TSX,3.1292,2.922,>100,1016.5,949.19,FALSE,410,-6,decrease
QV,711019,Canada,16QVRAB012,10/13/2016,Comstock Metals Limited,Reserves Development,Yes,Surface,Exploration,CSL-TVX,0.1657,0.1269,<10,9.36,7.17,FALSE,648,-23,decrease
QV,725121,Canada,16QVRAB017,11/8/2016,Comstock Metals Limited,Reserves Development,Yes,Surface,Extension,CSL-TVX,0.138,0.1267,<10,7.8,7.16,FALSE,442,-8,decrease
Mt Holland - Gold,766832,Australia,KEGR007,10/3/2016,Kidman Resources Limited,Prefeas/Scoping,No,Surface,Extension,KDR-ASX,0.5052,0.4217,>100,159.58,133.23,FALSE,579,-16,decrease
Tetlin,716927,USA,TET16271,10/20/2016,"Contango ORE, Inc.",Reserves Development,Yes,Surface,Extension,CTGO-US,18,17.5,>10 - 100,73.32,71.28,FALSE,339,-2,decrease
Tetlin,730070,USA,TET16289,11/17/2016,"Contango ORE, Inc.",Reserves Development,Yes,Surface,Extension,CTGO-US,19,20.5,>10 - 100,82.9,95.87,FALSE,147,7,increase
Block 14,720049,Sudan,MET006DD,11/1/2016,Orca Gold Inc.,Prefeas/Scoping,Yes,Surface,Metallurgical,ORG-TVX,0.3581,0.2687,>10 - 100,38.46,30.44,FALSE,665,-24,decrease
Cheechoo,705292,Canada,CH-16-25 ext.,10/4/2016,Sirios Resources Inc.,Target Outline,Yes,Surface,Extension,SOI-TVX,0.6855,0.4418,>10 - 100,71.05,45.8,FALSE,727,-35,decrease
South Hounde,722127,Burkina Faso,DDH079#,11/3/2016,Sarama Resources Limited,Reserves Development,No,Surface,Infill,SWA-TVX,0.1867,0.1185,>10 - 100,20.81,13.21,FALSE,730,-36,decrease
Jumbuck,715616,Australia,GWRC016,10/18/2016,Tyranna Resources Limited,Target Outline,No,Surface,Extension,TYX-ASX,0.0305,0.0254,>10 - 100,11.77,10.12,FALSE,583,-16,decrease
Cheechoo,735905,Canada,CH-16-81,11/29/2016,Sirios Resources Inc.,Target Outline,Yes,Surface,Extension,SOI-TVX,0.3727,0.224,>10 - 100,38.72,23.26,FALSE,739,-39,decrease
Redcliffe,719151,Australia,GTRC394,10/27/2016,NTM Gold Limited,Feasibility Started,No,Surface,Infill,NTM-ASX,0.0675,0.056,>10 - 100,15.27,12.68,FALSE,588,-16,decrease
Tireo,719819,Dominican Republic,TIR-16-03,10/31/2016,GoldQuest Mining Corporation,Prefeas/Scoping,No,Surface,Extension,GQC-TVX,0.318,0.196,>10 - 100,68.6,42.28,FALSE,736,-38,decrease
Rackla,723480,Canada,AN-16-013,11/7/2016,ATAC Resources Ltd.,Prefeas/Scoping,No,Surface,Extension,ATC-TVX,0.44,0.2553,>10 - 100,54.04,31.36,FALSE,743,-41,decrease
Fremont,704581,USA,DD-16-052,10/3/2016,"California Gold Mining, Inc.",Reserves Development,Yes,Surface,Extension,CGM-TVX,0.5784,0.375,>10 - 100,17.96,11.64,FALSE,726,-35,decrease
Triumph,734226,Australia,TDH072,11/28/2016,Metal Bank Limited,Target Outline,No,Surface,Extension,MBK-ASX,0.023,0.0189,>10 - 100,16.41,13.49,FALSE,600,-17,decrease
Hasaga,751236,Canada,HMP141,12/20/2016,Premier Gold Mines Limited,Target Outline,No,Surface,Infill,PG-TSX,1.5603,2.1946,>100,314.11,442.16,FALSE,15,40,increase
Plateau,718196,Canada,PSGS-16-05,10/25/2016,Goldstrike Resources Ltd.,Target Outline,Yes,Surface,Extension,GSR-TVX,0.1423,0.0958,>10 - 100,23.32,16.03,FALSE,719,-32,decrease
Central Hounde,736486,Burkina Faso,AM_DT1_11-30-2016,11/30/2016,Acacia Mining plc,Exploration,Yes,Surface,Exploration,ACA-LON,5.0213,4.3011,>100,2059.15,1763.81,FALSE,547,-14,decrease
Monument,743369,Australia,MRC004,12/9/2016,Syndicated Metals Limited,Target Outline,No,Surface,Extension,SMD-ASX,0.0142,0.0115,<10,8.98,7.32,FALSE,611,-18,decrease
Eastside,717040,USA,ES-126,10/20/2016,Columbus Gold Corporation,Target Outline,Yes,Surface,Extension,CGT-TSX,0.5226,0.4688,>10 - 100,74.69,67.05,FALSE,477,-10,decrease
Peak Hill-Doolgunna,737955,Australia,LNR804,12/1/2016,Lodestar Minerals Limited,Target Outline,No,Surface,Infill,LSR-ASX,0.0081,0.0065,<10,3.68,2.96,FALSE,621,-19,decrease
Timok,722354,Serbia,ZELDD09,11/4/2016,Mundoro Capital Inc.,Exploration,Yes,Surface,Extension,MUN-TVX,0.1419,0.1186,<10,7.4,6.18,FALSE,578,-16,decrease
Committee Bay,734164,Canada,16ARR022,11/25/2016,Auryn Resources Inc.,Reserves Development,No,Surface,Extension,AUG-TSX,1.6753,2.0118,>100,111.67,134.22,FALSE,62,20,increase
Horne 5,719801,Canada,H5-16-07D,10/31/2016,Falco Resources Ltd.,Feasibility Started,Yes,Surface,Extension,FPC-TVX,0.823,0.6656,>10 - 100,94.02,76.04,FALSE,617,-19,decrease
Bow,716230,Canada,2016-BOW-5,10/18/2016,Decade Resources Ltd.,Target Outline,Yes,Surface,Exploration,DEC-TVX,0.0418,0.041,<10,3.51,3.44,FALSE,317,-1,decrease
Viking,745631,Australia,16VKAC044,12/13/2016,Genesis Minerals Limited,Target Outline,Yes,Surface,Exploration,GMD-ASX,0.0157,0.0166,>10 - 100,11.61,12.27,FALSE,171,5,increase
KSP,705695,Canada,INDDH16-049,10/5/2016,Colorado Resources Ltd.,Target Outline,Yes,Surface,Extension,CXO-TVX,0.1634,0.1797,>10 - 100,12.53,13.78,FALSE,126,10,increase
Mt Stirling,711512,Australia,SWC114,10/14/2016,Torian Resources Limited,Prefeas/Scoping,Yes,Surface,Extension,TNR-ASX,0.1434,0.1305,>10 - 100,13.9,12.73,FALSE,454,-8,decrease
Kavaklitepe,705572,Turkey,KT-09,10/5/2016,Zenith Minerals Limited,Target Outline,Yes,Surface,Extension,ZNC-ASX,0.0804,0.0916,>10 - 100,13.89,15.84,FALSE,89,14,increase
Duketon,711492,Australia,RRLPTRAC560,10/14/2016,Regis Resources Limited,Target Outline,Yes,Surface,Exploration,RRL-ASX,2.5815,2.749,>100,1293.29,1377.22,FALSE,164,6,increase
Jundee,724378,Australia,WSXP1982,11/7/2016,Northern Star Resources Limited,Operating,No,Underground,Extension,NST-ASX,3.4041,2.6979,>100,2044.8,1620.58,FALSE,632,-20,decrease
Sleeper-Lapon Canyon,725784,USA,LC16-10,11/9/2016,Walker River Resources Corp.,Target Outline,Yes,Underground,Exploration,WRR-TVX,0.12,0.0818,<10,7.97,5.43,FALSE,714,-31,decrease
El Colomo,705671,Mexico,DHEC160003,10/4/2016,Gainey Capital Corp.,Exploration,Yes,Surface,Exploration,GNC-TVX,0.2666,0.2396,<10,9.88,8.88,FALSE,475,-10,decrease
Geita,727995,Tanzania,MRC004,11/15/2016,Tanga Resources Limited,Exploration,Yes,Surface,Exploration,TRL-ASX,0.0377,0.0441,>10 - 100,14.33,16.79,FALSE,80,17,increase
Geita,748665,Tanzania,MRC013,12/20/2016,Tanga Resources Limited,Target Outline,Yes,Surface,Exploration,TRL-ASX,0.0348,0.036,>10 - 100,13.26,14.1,FALSE,208,3,increase
Macraes Flat,745150,New Zealand,UDH7543,12/12/2016,OceanaGold Corporation,Operating,No,Underground,Extension,OGC-TSX,2.7877,2.9149,>100,1703.35,1781.05,FALSE,191,4,increase
Boticas,753151,Portugal,MBT008,12/21/2016,MedGold Resources Corporation,Exploration,Yes,Surface,Exploration,MED-TVX,0.127,0.159,<10,9.21,11.55,FALSE,44,25,increase
Kutuvuoma,745975,Finland,KU16003,12/13/2016,Aurion Resources Limited,Exploration,Yes,Surface,Exploration,AU-TVX,0.2856,0.2833,>10 - 100,15.75,15.62,FALSE,291,0,same
Hawkins,727086,Canada,SM_CS1-11-10-2016,11/10/2016,Sunvest Minerals Corp.,Reserves Development,Yes,Surface,Exploration,SSS-TVX,0.1377,0.1115,<10,3.62,2.93,FALSE,613,-19,decrease
Buffalo Canyon,719802,USA,RG_CS1_10.31.2016,10/31/2016,Renaissance Gold Inc.,Target Outline,Yes,Surface,Exploration,REN-TVX,0.303,0.2958,>10 - 100,11.17,10.9,FALSE,326,-2,decrease
Cajueiro,709450,Brazil,CJO_094,10/13/2016,Equitas Resources Corp.,Construction Planned,Yes,Surface,Extension,ALTA-TVX,0.452,0.336,>10 - 100,10.05,7.47,FALSE,674,-25,decrease
Polar Bear,744512,Australia,SPBD0352,12/8/2016,S2 Resources Limited,Reserves Development,No,Surface,Extension,S2R-ASX,0.1982,0.1507,>10 - 100,48.77,37.08,FALSE,655,-23,decrease
Kensington,707187,USA,K15-0445-234-X10,10/10/2016,"Coeur Mining, Inc.",Operating,No,Underground,Infill,CDE-US,10.96,10.99,>100,1836.52,1871.88,FALSE,252,0,same
Snowcap,709143,Canada,BV16-54,10/12/2016,Independence Gold Corp.,Exploration,Yes,Surface,Exploration,IGO-TVX,0.1816,0.1308,>10 - 100,10.08,7.26,FALSE,691,-27,decrease
Aurora Tank,717723,Australia,16AT043,10/25/2016,Marmota Limited,Target Outline,Yes,Surface,Definition,MEU-ASX,0.0122,0.0128,<10,5.48,5.78,FALSE,181,5,increase
Aurora Tank,735602,Australia,16AT043,11/29/2016,Marmota Limited,Target Outline,Yes,Surface,Definition,MEU-ASX,0.012,0.0131,<10,5.41,5.9,FALSE,138,9,increase
Jumbuck,721281,Australia,GWRC038,11/3/2016,Tyranna Resources Limited,Target Outline,Yes,Surface,Extension,TYX-ASX,0.0268,0.0244,>10 - 100,10.7,9.72,FALSE,460,-9,decrease
Jumbuck,725658,Australia,16CBRC038,11/10/2016,Tyranna Resources Limited,Target Outline,Yes,Surface,Extension,TYX-ASX,0.0252,0.0244,>10 - 100,10.06,9.71,FALSE,354,-3,decrease
Jumbuck,754112,Australia,16GWRC063,12/22/2016,Tyranna Resources Limited,Target Outline,Yes,Surface,Extension,TYX-ASX,0.0181,0.0206,<10,7.22,8.22,FALSE,91,13,increase
Yukon East Block,708074,Canada,Trench 1,10/11/2016,Cantex Mine Development Corporation,Exploration,Yes,Surface,Extension,CD-TVX,0.0641,0.0671,<10,7.42,7.82,FALSE,188,4,increase
Yukon East Block,738886,Canada,DH (1-3),12/2/2016,Cantex Mine Development Corporation,Exploration,Yes,Surface,Extension,CD-TVX,0.0525,0.0334,<10,6.53,4.36,FALSE,729,-36,decrease
La Victoria,746814,Peru,M002023,12/14/2016,Eloro Resources Ltd.,Target Outline,Yes,Surface,Extension,ELO-TVX,0.3125,0.3058,<10,8.98,9.09,FALSE,322,-2,decrease
El Jicaro,716215,Nicaragua,119233,10/19/2016,Golden Reign Resources Ltd.,Grassroots,Yes,In Pit,Exploration,GRR-TVX,0.2361,0.2249,>10 - 100,38.55,36.73,FALSE,376,-4,decrease
Red Hill,736758,USA,RHB-96c,11/30/2016,NuLegacy Gold Corporation,Target Outline,Yes,Surface,Extension,NUG-TVX,0.2045,0.1718,>10 - 100,59.68,50.13,FALSE,572,-16,decrease
Mt Coolon,717193,Australia,KLRD0005,10/21/2016,GBM Resources Limited,Prefeas/Scoping,No,Surface,Infill,GBZ-ASX,0.016,0.0121,>10 - 100,13.04,9.86,FALSE,659,-24,decrease
Gold Mesa,711051,USA,GMA-079,10/13/2016,Gold Resource Corporation,Target Outline,Yes,Surface,Extension,GORO-US,5.41,5.77,>100,305.97,326.39,FALSE,162,6,increase
Scottie,716289,Canada,SG-16-4,10/18/2016,Rotation Minerals Ltd.,Advanced Exploration,Yes,Surface,Exploration,ROT-TVX,0.2282,0.2238,<10,8.45,8.29,FALSE,316,-1,decrease
Davyhurst,720782,Australia,SKD008,11/2/2016,Eastern Goldfields Limited,Feasibility Started,No,Surface,Infill,EGS-ASX,0.2183,0.1624,>100,106.88,79.49,FALSE,673,-25,decrease
Rowan Lake,738983,Canada,RLG-16-34,12/6/2016,Goldcorp Incorporated,Reserves Development,No,Surface,Extension,GG-US,13.49,12.6,>100,11515.87,10756.12,FALSE,409,-6,decrease
Stawell Corridor,736645,Australia,IAC018,12/1/2016,Navarre Minerals Limited,Target Outline,Yes,Surface,Exploration,NML-ASX,0.034,0.0326,<10,5.68,5.67,FALSE,365,-4,decrease
Stawell Corridor,746951,Australia,IAC040,12/15/2016,Navarre Minerals Limited,Target Outline,Yes,Surface,Extension,NML-ASX,0.0474,0.0408,<10,8.22,7.09,FALSE,538,-13,decrease
Widgiemooltha,736600,Australia,MRC456,12/1/2016,Mincor Resources NL,Feasibility Started,No,Surface,Infill,MCR-ASX,0.2105,0.1558,>10 - 100,39.61,29.32,FALSE,676,-25,decrease
Singida,718080,Tanzania,WDH 014,10/25/2016,Tanga Resources Limited,Exploration,Yes,Surface,Extension,TRL-ASX,0.0555,0.0377,>10 - 100,21.13,14.33,FALSE,718,-32,decrease
Singida,747860,Tanzania,WDH 006,12/16/2016,Tanga Resources Limited,Target Outline,Yes,Surface,Extension,TRL-ASX,0.0368,0.0367,>10 - 100,14.01,14.34,FALSE,277,0,same
Rabbit North Regional,744723,Canada,RN008,12/8/2016,Tower Resources Limited,Target Outline,Yes,Surface,Exploration,TWR-TVX,0.1208,0.1142,<10,7.91,7.49,FALSE,385,-5,decrease
Windfall Lake,735701,Canada,OBM?16?669,11/25/2016,Osisko Mining Inc.,Prefeas/Scoping,No,Surface,Extension,OSK-TSX,1.7346,1.593,>100,271.08,262.89,FALSE,441,-8,decrease
Cochrane Hill,741459,Canada,CH-16-057,12/6/2016,Atlantic Gold Corporation,Feasibility Started,No,In Pit,Infill,AGB-TVX,0.6565,0.5918,>100,113.79,102.58,FALSE,469,-9,decrease
Boundiali,736371,Cote d'Ivoire,BDRC011,11/30/2016,Apollo Consolidated Limited,Target Outline,Yes,Surface,Extension,AOP-ASX,0.0896,0.076,>10 - 100,14.32,12.21,FALSE,556,-15,decrease
Morning Star,719271,Australia,L4001,10/27/2016,Mantle Mining Corporation Limited,Limited Production,No,Underground,Extension,MNM-ASX,0.0084,0.006,<10,9.66,6.85,FALSE,699,-29,decrease
Railroad-Pinion,716581,USA,DS16-10,10/20/2016,Gold Standard Ventures Corporation,Reserves Development,No,Surface,Extension,GSV-TVX,2.559,2.2771,>100,533.29,504.38,FALSE,493,-11,decrease
Coffee,719376,Canada,CFD0618,10/26/2016,Goldcorp Incorporated,Feasibility Complete,No,Surface,Metallurgical,GG-US,15.59,13.84,>100,13308.56,11814.65,FALSE,498,-11,decrease
Ulysses,704241,Australia,16USRC064,10/3/2016,Genesis Minerals Limited,Prefeas/Scoping,Yes,In Pit,Extension,GMD-ASX,0.0237,0.0213,>10 - 100,15.12,13.56,FALSE,478,-10,decrease
Cariboo,705589,Canada,G000988,10/4/2016,Barkerville Gold Mines Ltd.,Prefeas/Scoping,No,Surface,Exploration,BGM-TVX,0.5027,0.4418,>100,152.24,133.82,FALSE,507,-12,decrease
Lake Roe,730397,Australia,BBRC0111,11/18/2016,Breaker Resources NL,Target Outline,Yes,Surface,Extension,BRB-ASX,0.2839,0.2834,>10 - 100,37.16,37.1,FALSE,278,0,same
Lake Roe,748410,Australia,BBRC0111,12/19/2016,Breaker Resources NL,Target Outline,Yes,Surface,Extension,BRB-ASX,0.2185,0.366,>10 - 100,28.86,47.7,FALSE,6,67,increase
Paradigm,730872,Australia,PDDD16075,11/14/2016,Northern Star Resources Limited,Exploration,Yes,Surface,Extension,NST-ASX,3.1276,2.5855,>100,1878.69,1553.07,FALSE,597,-17,decrease
Lake Roe,719580,Australia,BBRD0056,10/28/2016,Breaker Resources NL,Target Outline,No,Surface,Infill,BRB-ASX,0.4178,0.2839,>10 - 100,54.73,37.16,FALSE,717,-32,decrease
Aphrodite,735804,Australia,APDM0004,11/29/2016,Aphrodite Gold Limited,Prefeas/Scoping,No,Surface,Metallurgical,AQQ-ASX,0.015,0.0094,>10 - 100,10.61,6.69,FALSE,732,-37,decrease
Davyhurst,717737,Australia,MDD001,10/25/2016,Eastern Goldfields Limited,Feasibility Started,No,In Pit,Infill,EGS-ASX,0.2814,0.1732,>100,137.75,84.78,FALSE,737,-38,decrease
Japa,728654,Ghana,JRC381,11/16/2016,Tribune Resources Limited,Reserves Development,No,Surface,Extension,TBR-ASX,5.281,4.176,>100,264.07,208.81,FALSE,634,-20,decrease
Monument,734245,Australia,MRC003,11/28/2016,Syndicated Metals Limited,Target Outline,Yes,Surface,Exploration,SMD-ASX,0.0201,0.0124,>10 - 100,12.72,7.85,FALSE,735,-38,decrease
Lake Roe,716302,Australia,BBRC0076,10/20/2016,Breaker Resources NL,Target Outline,No,Surface,Infill,BRB-ASX,0.4425,0.2678,>10 - 100,57.65,35.16,FALSE,738,-39,decrease
Cairn Hill,748099,Australia,CHD004,12/19/2016,Berkut Minerals Limited,Target Outline,Yes,Surface,Exploration,BMT-ASX,0.1238,0.1171,<10,2.38,2.25,FALSE,384,-5,decrease
Mt Roberts-Cottee,728695,Australia,MRRC0003,11/16/2016,Alt Resources Limited,Target Outline,Yes,Surface,Exploration,ARS-ASX,0.083,0.0708,<10,5.11,4.59,FALSE,552,-14,decrease
Balagundi,744534,Australia,BGP0083,12/9/2016,Great Boulder Resources Limited,Target Outline,Yes,Surface,Extension,GBR-ASX,0.1342,0.0902,<10,5.06,3.4,FALSE,720,-32,decrease
Clearwater,717556,Canada,ER16-584,10/24/2016,Eastmain Resources Inc.,Prefeas/Scoping,No,Surface,Infill,ER-TSX,0.6,0.4289,>100,105.22,75.21,FALSE,696,-28,decrease
Alto-Cristina,727711,Mexico,CRD15-53,10/26/2016,Premier Gold Mines Limited,Target Outline,Yes,Surface,Exploration,PG-TSX,2.5165,1.8109,>100,505.8,364.56,FALSE,692,-28,decrease
Percyville,750966,Australia,ZZRC1605,12/20/2016,Monax Mining Limited,Target Outline,Yes,Surface,Exploration,MOX-ASX,0.0094,0.0073,<10,4.32,3.36,FALSE,638,-22,decrease
